transaction_id,user_id,Amount,Timestamp,FraudStatus,RiskScore,Location
txn_ba97819418,user_1effbdca,232.66,2025-03-11T03:42:05.553141,Legitimate,46,"New Teresafurt, NC 91392"
txn_a169018d7f,user_5fab2704,844.14,2025-03-02T18:30:12.893611,Legitimate,38,"Cynthiamouth, WA 80057"
txn_814c873092,user_9837e59c,17.32,2025-03-08T19:21:05.800641,Legitimate,43,"Adamside, NE 97474"
txn_7dcb16682e,user_c71ff956,625.4,2025-03-02T18:53:17.631237,Legitimate,46,"Mitchellton, NE 39399"
txn_6bde73a4b1,user_57993fed,67.81,2025-03-05T10:14:34.378719,Legitimate,24,"Simonborough, IA 61419"
txn_71636bb9bf,user_2fa53826,128.81,2025-03-01T00:42:27.275643,Legitimate,6,"Abigailfort, WI 98619"
txn_0d9705cc41,user_e81a635b,66.09,2025-03-08T09:27:00.485119,Legitimate,41,"Donaldmouth, LA 64407"
txn_bc55e5441a,user_35533990,310.83,2025-03-12T00:33:17.312119,Legitimate,33,"Lake Cindyburgh, WI 52110"
txn_b8b15f6b72,user_da1b5386,384.96,2025-03-04T10:13:19.797433,Legitimate,4,"Dorseyshire, AS 87290"
txn_69b92e9f05,user_35533990,519.87,2025-03-02T06:21:01.285586,Legitimate,42,"Lake Cindyburgh, WI 52110"
txn_79fa3b8dad,user_40903e99,1518.29,2025-03-07T11:45:39.150569,Fraudulent,94,"South Joyville, WY"
txn_0753519b97,user_f8723205,202.37,2025-03-04T14:47:45.618747,Legitimate,0,"East Hayleyville, MI 27908"
txn_9d5489f1a9,user_f497f296,165.94,2025-03-05T16:32:59.701077,Legitimate,12,"New Jamesmouth, KY 88140"
txn_d4b5d47b8e,user_6cde2d2f,505.87,2025-03-05T06:22:35.540983,Legitimate,60,"West Stevenbury, MP 35335"
txn_b5bf2e6540,user_bcfc3c6e,172.81,2025-03-08T06:22:59.213219,Legitimate,40,"Randolphville, MT 47354"
txn_829473b491,user_4f9219f6,330.54,2025-03-10T12:18:12.716565,Legitimate,33,"Melissaview, WA 08917"
txn_3680b48818,user_f4abe7ac,34.26,2025-03-05T23:52:39.780854,Legitimate,35,"Gregoryberg, MT 68801"
txn_6d7c83deca,user_da1b5386,393.16,2025-03-09T02:22:02.958685,Legitimate,2,"Dorseyshire, AS 87290"
txn_6b30a3745e,user_4f98a4d4,68.3,2025-03-11T22:04:16.740712,Legitimate,43,"Morgantown, MD 21170"
txn_365657fee1,user_6aed1b5e,193.65,2025-03-08T21:34:13.838771,Legitimate,54,DPO AA 47396
txn_10e3166b11,user_6cde2d2f,3079.95,2025-03-07T15:31:07.962056,Fraudulent,84,"East Jessica, CT"
txn_0d1bab1333,user_dc1f0afd,460.14,2025-03-12T13:08:11.564080,Legitimate,20,"Lake Pamelaborough, OH 68469"
txn_b746e7e7f7,user_35533990,861.43,2025-03-09T13:29:12.027918,Legitimate,26,"Lake Cindyburgh, WI 52110"
txn_60614e4710,user_7dde70f5,106.08,2025-03-14T15:54:31.971551,Legitimate,7,"Angelaborough, NC 17006"
txn_d216cb2491,user_065d08cc,204.46,2025-03-06T08:46:39.497931,Legitimate,46,"Lisaville, NH 98755"
txn_cc8f9f2b38,user_2f21a86b,328.21,2025-03-14T09:59:53.713485,Legitimate,59,"Lake Jerryton, TX 90968"
txn_ddc432f394,user_9cae07e1,25.38,2025-03-12T22:27:32.444377,Legitimate,47,"West Jeffrey, CT 31138"
txn_198dfd5bb5,user_d28bbfc0,616.68,2025-03-04T19:47:58.041174,Legitimate,26,"Port Justinville, HI 49397"
txn_bae0f26eab,user_e40188ff,565.96,2025-03-10T06:20:33.297370,Legitimate,69,"Dakotafort, WV 22923"
txn_8e5590564d,user_da1b5386,291.05,2025-03-04T23:47:16.760420,Legitimate,7,"Dorseyshire, AS 87290"
txn_4692a6f8be,user_db5646e6,69.64,2025-03-03T00:25:36.036013,Legitimate,11,"East Teresa, ID 86783"
txn_53f58bfc1c,user_d28bbfc0,578.05,2025-03-05T06:04:01.430712,Legitimate,60,"Port Justinville, HI 49397"
txn_7707a73884,user_1982dae2,294.25,2025-03-13T23:42:46.858581,Legitimate,64,"West Kyle, TN 20314"
txn_3a497349a6,user_18478c65,488.9,2025-03-13T09:21:27.122753,Legitimate,35,"North Andrew, KY 42634"
txn_d8bdb21ec2,user_83022634,71.29,2025-03-03T05:49:43.930929,Legitimate,47,"Patriciatown, DC 12334"
txn_d671524900,user_da1b5386,411.39,2025-03-01T20:58:10.638530,Legitimate,55,"Dorseyshire, AS 87290"
txn_9f699ca55c,user_b435372d,379.51,2025-03-04T09:34:52.978149,Legitimate,5,"Grantshire, VA 51014"
txn_631c603df5,user_a7341d7d,109.97,2025-03-04T04:01:17.770764,Legitimate,48,"Kentside, FL 58210"
txn_d05ecd228d,user_8063b83c,2432.8,2025-03-01T07:18:58.040162,Fraudulent,84,"New Reneetown, IA 59895"
txn_e902db8492,user_97cca8c8,211.43,2025-03-06T06:06:35.587348,Legitimate,46,"Patrickland, AR 16503"
txn_3445bdf14d,user_d28bbfc0,479.61,2025-03-07T21:04:49.758995,Legitimate,63,"Port Justinville, HI 49397"
txn_2279f97e9a,user_d8f80281,528.84,2025-03-11T09:09:26.673092,Legitimate,66,"Robinsonton, NV 28691"
txn_a73d1eb789,user_851fbd38,60.99,2025-03-05T03:26:13.371294,Legitimate,38,"New Haroldshire, FM 14042"
txn_dd53eb83c1,user_18478c65,699.16,2025-03-11T16:59:10.662945,Legitimate,54,"North Andrew, KY 42634"
txn_a7538e6306,user_e40188ff,426.33,2025-03-08T14:43:40.568816,Legitimate,33,"Dakotafort, WV 22923"
txn_a704653ca0,user_8063b83c,2095.45,2025-03-09T11:17:15.521463,Fraudulent,90,"South Leslieburgh, MA"
txn_c82ec89f3d,user_4f98a4d4,133.82,2025-03-03T05:03:26.874297,Legitimate,33,"Morgantown, MD 21170"
txn_7ab0e14611,user_64e2a309,687.22,2025-03-09T11:44:36.061301,Legitimate,3,"Griffithton, VT 02544"
txn_05740345b0,user_f497f296,108.82,2025-03-10T17:53:06.655082,Legitimate,42,"New Jamesmouth, KY 88140"
txn_560ef9ae4c,user_a640ea69,3366.43,2025-03-12T00:25:40.872885,Fraudulent,95,"Coltonbury, IN 31534"
txn_e38510d7f4,user_5fab2704,504.93,2025-03-07T07:25:42.179676,Legitimate,45,"Cynthiamouth, WA 80057"
txn_0139f29762,user_da1b5386,148.99,2025-03-06T13:16:58.734130,Legitimate,0,"Dorseyshire, AS 87290"
txn_fe328d8bcd,user_3574f86d,122.81,2025-03-02T10:02:51.137107,Legitimate,24,"West Davidside, TN 62775"
txn_31c4f90033,user_f2685de0,275.86,2025-03-10T11:24:58.518419,Legitimate,35,"Spearsburgh, KY 17734"
txn_2233114c84,user_ac51c1ad,593.28,2025-03-08T17:12:03.034333,Legitimate,43,"Lake Jamie, NC 12996"
txn_08b2cb7b69,user_8063b83c,4913.33,2025-03-14T13:51:49.594194,Fraudulent,95,"New Annaland, ID"
txn_a68b50cc57,user_2f21a86b,4799.22,2025-03-07T16:50:46.607197,Fraudulent,88,"Harryshire, MI"
txn_53da69e83f,user_ee31df6d,4761.42,2025-03-01T20:20:03.302028,Fraudulent,75,"East Natalieville, PA"
txn_ccee393a17,user_776707b1,331.6,2025-03-11T23:20:08.320570,Legitimate,12,"Erintown, PR 51966"
txn_e0cf5b0446,user_3574f86d,127.64,2025-03-10T16:13:32.488232,Legitimate,36,"West Davidside, TN 62775"
txn_767fb54ee7,user_c56bf3e8,277.05,2025-03-08T19:28:36.166056,Legitimate,54,"Perezfort, MS 04591"
txn_c40e568582,user_b9127240,188.77,2025-03-04T00:32:47.565377,Legitimate,63,"Taylorton, WI 98162"
txn_42c0dae3e8,user_64e2a309,547.76,2025-03-03T12:57:42.414943,Legitimate,17,"Griffithton, VT 02544"
txn_6b407fa96f,user_88f45892,247.24,2025-03-09T12:04:41.188745,Legitimate,63,FPO AA 05737
txn_d38af2d62b,user_bcfc3c6e,247.08,2025-03-04T13:34:13.963025,Legitimate,10,"Randolphville, MT 47354"
txn_4f040af8f5,user_af91ffbf,192.97,2025-03-12T08:06:11.112152,Legitimate,36,"Cohenstad, AK 32066"
txn_7027ccfcd1,user_9e277382,67.23,2025-03-12T18:10:48.303124,Legitimate,63,"East Tonyfurt, CT 77118"
txn_435e355fef,user_189bf4db,462.3,2025-03-01T01:30:57.391000,Legitimate,69,"Port Elizabethport, ME 95423"
txn_692b4dfe90,user_dda5d572,554.13,2025-03-09T17:57:12.880951,Legitimate,37,"Obrienshire, MD 71296"
txn_1eb68ba2f2,user_0c9ba5cc,702.73,2025-03-14T14:15:38.690866,Legitimate,7,"West Elizabethside, MT 33435"
txn_aeb4dd65a1,user_3f19585a,742.38,2025-03-14T14:54:05.197823,Legitimate,61,"East Jon, MO 39029"
txn_ae6a54e116,user_88f45892,98.17,2025-03-01T19:43:44.749025,Legitimate,63,FPO AA 05737
txn_ce33bccc12,user_f0de8434,260.1,2025-03-13T09:22:27.819521,Legitimate,8,"Pattersonville, OK 73808"
txn_1563f37285,user_35533990,550.58,2025-03-13T14:33:21.742220,Legitimate,57,"Lake Cindyburgh, WI 52110"
txn_d86919e894,user_018e5a70,235.51,2025-03-09T16:10:06.851260,Legitimate,29,"Jeffreyton, OH 50246"
txn_41641d2b8b,user_018e5a70,785.61,2025-03-01T01:38:06.297740,Legitimate,63,"Jeffreyton, OH 50246"
txn_12637070c4,user_c2799675,51.51,2025-03-07T04:52:34.739386,Legitimate,27,"West Sherryview, LA 10719"
txn_8c978025a3,user_4f9219f6,348.76,2025-03-12T14:07:16.256952,Legitimate,5,"Melissaview, WA 08917"
txn_168bc91013,user_dfde6d9b,3311.89,2025-03-13T05:42:58.454652,Fraudulent,99,"North Kenneth, MO"
txn_b94d397e48,user_4c3ba68e,219.52,2025-03-10T00:38:25.452756,Legitimate,7,"North Michael, IA 10547"
txn_1123598361,user_29ac6a87,696.92,2025-03-03T17:53:35.759577,Legitimate,10,"West Dan, MS 39948"
txn_365331a51e,user_6e547863,72.05,2025-03-08T21:29:00.512396,Legitimate,14,"Lake Samantha, VI 29865"
txn_47c509e69e,user_2e7182e2,9.7,2025-03-05T18:37:39.043105,Legitimate,35,"North Deanna, AZ 67301"
txn_652db0d18c,user_dfde6d9b,1349.76,2025-03-14T10:46:21.166035,Fraudulent,94,"New Brianbury, CA 61081"
txn_eee97d565d,user_3f19585a,783.91,2025-03-12T19:50:24.030758,Legitimate,10,"East Jon, MO 39029"
txn_041bbe5461,user_33d6aa45,1685.74,2025-03-01T12:47:52.477523,Fraudulent,97,"Huffton, NC"
txn_9e51e50cce,user_851fbd38,2887.03,2025-03-10T08:55:30.105736,Fraudulent,94,"Danielfurt, NE"
txn_7c941dfc27,user_8e74b703,552.47,2025-03-06T21:13:27.523886,Legitimate,6,"Fowlertown, WV 84569"
txn_76214a71c6,user_c2799675,51.42,2025-03-10T06:32:45.573407,Legitimate,8,"West Sherryview, LA 10719"
txn_64cd4fa7ce,user_18478c65,290.19,2025-03-07T10:42:49.476174,Legitimate,18,"North Andrew, KY 42634"
txn_d5596a6585,user_f8723205,265.58,2025-03-05T16:48:14.183711,Legitimate,5,"East Hayleyville, MI 27908"
txn_4e6a811ebd,user_08118e89,39.68,2025-03-07T20:21:11.647386,Legitimate,20,"Heathertown, NV 08785"
txn_e835703e1c,user_0c9ba5cc,488.72,2025-03-13T10:51:13.791538,Legitimate,55,"West Elizabethside, MT 33435"
txn_51da9fb12b,user_da1b5386,308.02,2025-03-02T19:23:07.365056,Legitimate,5,"Dorseyshire, AS 87290"
txn_fb01bf6511,user_d28bbfc0,197.28,2025-03-04T22:52:24.729805,Legitimate,65,"Port Justinville, HI 49397"
txn_fea1063b04,user_bcfc3c6e,577.83,2025-03-10T08:49:25.645799,Legitimate,7,"Randolphville, MT 47354"
txn_1100ab5d11,user_dfde6d9b,189.74,2025-03-11T07:15:08.359392,Legitimate,67,"New Brianbury, CA 61081"
txn_b6284cd951,user_6e547863,58.94,2025-03-10T18:59:50.150116,Legitimate,4,"Lake Samantha, VI 29865"
txn_441bd00992,user_39307a8d,89.92,2025-03-01T08:59:28.098372,Legitimate,10,"Garciamouth, PA 61347"
txn_142bb0f86d,user_a7341d7d,83.4,2025-03-13T03:23:40.102752,Legitimate,6,"Kentside, FL 58210"
txn_08095af95f,user_c71ff956,969.56,2025-03-03T18:49:19.268144,Legitimate,43,"Mitchellton, NE 39399"
txn_ec9236c86b,user_f58ff54e,289.95,2025-03-13T16:13:40.734761,Legitimate,24,"South Deanna, MO 57658"
txn_8f5541de86,user_3f19585a,818.97,2025-03-02T01:45:30.916236,Legitimate,28,"East Jon, MO 39029"
txn_405a15a332,user_221d3802,614.09,2025-03-14T07:38:47.822669,Legitimate,49,"South Jaimehaven, MH 03716"
txn_bbe8a52fdd,user_e81a635b,167.46,2025-03-05T01:31:15.818044,Legitimate,69,"Donaldmouth, LA 64407"
txn_1d71059f7e,user_db5646e6,123.46,2025-03-10T21:37:59.688150,Legitimate,68,"East Teresa, ID 86783"
txn_36b6018391,user_ac51c1ad,4846.56,2025-03-07T17:23:58.448628,Fraudulent,82,"Lake Jamie, NC 12996"
txn_6a87c5c7ff,user_97cca8c8,216.8,2025-03-10T09:28:33.196530,Legitimate,40,"Patrickland, AR 16503"
txn_87ae92c5db,user_0c9ba5cc,699.98,2025-03-07T08:19:31.732767,Legitimate,67,"West Elizabethside, MT 33435"
txn_94cf063584,user_5d478820,145.67,2025-03-03T12:10:45.401186,Legitimate,6,FPO AP 24527
txn_31de283103,user_f4abe7ac,32.65,2025-03-02T08:24:30.383054,Legitimate,29,"Gregoryberg, MT 68801"
txn_025093e3c2,user_065d08cc,178.75,2025-03-11T19:47:10.739779,Legitimate,11,"Lisaville, NH 98755"
txn_4660a2c98e,user_2f21a86b,517.77,2025-03-01T18:44:40.602754,Legitimate,11,"Lake Jerryton, TX 90968"
txn_c5e2a228f5,user_f58ff54e,683.53,2025-03-07T23:44:53.671538,Legitimate,64,"South Deanna, MO 57658"
txn_36139e69f8,user_7e98129d,565.37,2025-03-08T21:30:27.197431,Legitimate,7,"Brewerhaven, DC 84558"
txn_fef7506040,user_1effbdca,202.66,2025-03-02T23:34:37.808593,Legitimate,48,"New Teresafurt, NC 91392"
txn_bfe14289e7,user_9e277382,70.99,2025-03-01T11:05:35.815585,Legitimate,54,"East Tonyfurt, CT 77118"
txn_09c88606f6,user_fb2e6c9d,280.27,2025-03-14T08:04:10.736288,Legitimate,40,"Garciabury, GU 73869"
txn_faa35bfdbe,user_dfde6d9b,179.23,2025-03-13T12:19:04.899960,Legitimate,34,"New Brianbury, CA 61081"
txn_065aecfe17,user_35533990,502.05,2025-03-02T09:55:10.321934,Legitimate,1,"Lake Cindyburgh, WI 52110"
txn_7d88b695b7,user_0591101e,444.53,2025-03-03T07:33:40.219519,Legitimate,47,"Coreyside, OK 70131"
txn_1672c8e87c,user_a7341d7d,101.82,2025-03-10T11:33:31.609872,Legitimate,18,"Kentside, FL 58210"
txn_4ba05ca492,user_e200ac49,515.29,2025-03-03T15:21:40.563836,Legitimate,34,APO AE 21272
txn_bec5512124,user_7dde70f5,57.38,2025-03-02T12:48:23.189747,Legitimate,58,"Angelaborough, NC 17006"
txn_492a1a20d0,user_62c89539,228.94,2025-03-12T06:31:33.870099,Legitimate,15,"Jimmymouth, MT 19751"
txn_23abbb67e6,user_7e98129d,706.69,2025-03-07T00:38:23.511852,Legitimate,44,"Brewerhaven, DC 84558"
txn_2b8aed02fb,user_dc1f0afd,242.39,2025-03-08T00:34:11.444691,Legitimate,29,"Lake Pamelaborough, OH 68469"
txn_fb254ba1fe,user_1effbdca,138.2,2025-03-03T05:34:49.807526,Legitimate,37,"New Teresafurt, NC 91392"
txn_b968f70a49,user_97cca8c8,367.84,2025-03-05T02:38:43.929431,Legitimate,55,"Patrickland, AR 16503"
txn_19895c5af9,user_bcfc3c6e,563.35,2025-03-10T00:14:19.148401,Legitimate,32,"Randolphville, MT 47354"
txn_acc34f1c4e,user_f8723205,377.46,2025-03-05T14:19:42.226042,Legitimate,43,"East Hayleyville, MI 27908"
txn_3116ef2281,user_4b6ab3b0,303.77,2025-03-04T19:11:39.743571,Legitimate,52,"Mendezview, MP 66586"
txn_ca47cd7784,user_2fa53826,2555.19,2025-03-01T04:57:39.055323,Fraudulent,73,"Tiffanyland, LA"
txn_2df53438ea,user_6e547863,80.65,2025-03-12T19:04:48.364675,Legitimate,45,"Lake Samantha, VI 29865"
txn_9a2e5dc55c,user_f0de8434,3867.19,2025-03-01T19:59:56.214490,Fraudulent,86,"South Sarahburgh, SD"
txn_f48fe4d231,user_0591101e,146.81,2025-03-12T10:26:45.462244,Legitimate,5,"Coreyside, OK 70131"
txn_223536c41f,user_e40188ff,829.38,2025-03-06T06:34:15.535396,Legitimate,30,"Dakotafort, WV 22923"
txn_af576813b8,user_6e547863,212.64,2025-03-07T17:42:14.472342,Legitimate,56,"Lake Samantha, VI 29865"
txn_7237eea8b6,user_97cca8c8,450.68,2025-03-01T20:54:06.056246,Legitimate,21,"Patrickland, AR 16503"
txn_90f75bb4c7,user_1effbdca,88.74,2025-03-14T01:09:10.630956,Legitimate,61,"New Teresafurt, NC 91392"
txn_3f9aafea67,user_4f9219f6,477.97,2025-03-10T18:05:04.114494,Legitimate,51,"Melissaview, WA 08917"
txn_6a14672bc3,user_62c89539,2441.38,2025-03-10T22:58:20.297395,Fraudulent,92,"Hansenside, MD"
txn_557afb13f5,user_2f21a86b,387.71,2025-03-03T10:26:43.218935,Legitimate,61,"Lake Jerryton, TX 90968"
txn_06044b9f35,user_7dde70f5,1134.09,2025-03-11T02:42:34.768892,Fraudulent,84,"Angelaborough, NC 17006"
txn_b1e5451b3d,user_52a4e890,285.13,2025-03-01T05:57:31.378643,Legitimate,23,"Troyland, MI 56044"
txn_514a7c1dc6,user_018e5a70,476.12,2025-03-09T01:26:40.289744,Legitimate,54,"Jeffreyton, OH 50246"
txn_80ecf5385a,user_851fbd38,4409.79,2025-03-05T09:57:27.546211,Fraudulent,94,"Harringtonberg, WA"
txn_3624f3dc88,user_7e98129d,603.36,2025-03-14T16:02:22.022532,Legitimate,16,"Brewerhaven, DC 84558"
txn_755b43e1cc,user_065d08cc,178.66,2025-03-03T03:14:10.935028,Legitimate,67,"Lisaville, NH 98755"
txn_c4bb0fdf2c,user_b9127240,160.65,2025-03-05T22:13:34.455134,Legitimate,31,"Taylorton, WI 98162"
txn_44db7645af,user_d8f80281,410.55,2025-03-11T22:01:38.844483,Legitimate,34,"Robinsonton, NV 28691"
txn_983ce9751e,user_cd5ef941,421.38,2025-03-10T00:39:38.285143,Legitimate,10,"Port Stephaniefort, ND 32161"
txn_0f95ea10aa,user_1effbdca,226.95,2025-03-07T14:29:35.592754,Legitimate,43,"New Teresafurt, NC 91392"
txn_edd017a79c,user_d56717a1,144.05,2025-03-09T01:57:50.582394,Legitimate,64,"Wallaceland, VT 02896"
txn_b60432627f,user_5d478820,71.32,2025-03-01T16:26:24.728849,Legitimate,27,FPO AP 24527
txn_8716872c19,user_e40188ff,597.31,2025-03-12T01:41:34.326962,Legitimate,19,"Dakotafort, WV 22923"
txn_32b3a25564,user_773ddb25,376.12,2025-03-01T09:15:33.689023,Legitimate,32,"Bellville, IN 50909"
txn_0d9c40adf8,user_189bf4db,447.01,2025-03-11T02:48:35.971713,Legitimate,26,"Port Elizabethport, ME 95423"
txn_855a8c8bb4,user_0591101e,1609.9,2025-03-11T07:05:55.303827,Fraudulent,79,"Coreyside, OK 70131"
txn_44dad6fdab,user_4f98a4d4,139.05,2025-03-09T01:55:59.779850,Legitimate,14,"Morgantown, MD 21170"
txn_6c57bf74b2,user_64e2a309,492.05,2025-03-09T11:01:48.388628,Legitimate,11,"Griffithton, VT 02544"
txn_158eaa010f,user_d8f80281,276.58,2025-03-04T22:48:04.745585,Legitimate,15,"Robinsonton, NV 28691"
txn_3f285ab165,user_9837e59c,21.72,2025-03-12T08:21:16.735359,Legitimate,4,"Adamside, NE 97474"
txn_7c05103811,user_3f19585a,420.54,2025-03-01T12:42:24.921469,Legitimate,68,"East Jon, MO 39029"
txn_9122ce676d,user_7e98129d,610.94,2025-03-14T03:14:40.143986,Legitimate,27,"Brewerhaven, DC 84558"
txn_876d3354c8,user_4f98a4d4,53.61,2025-03-09T09:45:57.844996,Legitimate,34,"Morgantown, MD 21170"
txn_a083bff393,user_d9dff529,560.05,2025-03-14T10:16:38.989452,Legitimate,27,"Smithmouth, FM 43101"
txn_63a636cc8e,user_39307a8d,75.35,2025-03-07T14:24:41.358208,Legitimate,18,"Garciamouth, PA 61347"
txn_efe42de837,user_39307a8d,4808.41,2025-03-06T22:56:47.870796,Fraudulent,96,"Laurieberg, IA"
txn_1718f7e0ae,user_9cae07e1,54.5,2025-03-10T12:56:03.241295,Legitimate,39,"West Jeffrey, CT 31138"
txn_7fcfafcf95,user_a1ba7f0c,253.59,2025-03-13T04:11:44.297760,Legitimate,56,"North Linda, MT 93425"
txn_3e5d96a4db,user_d28bbfc0,393.39,2025-03-08T05:25:56.162266,Legitimate,45,"Port Justinville, HI 49397"
txn_0aa827e195,user_1effbdca,216.88,2025-03-11T12:09:55.560655,Legitimate,10,"New Teresafurt, NC 91392"
txn_e3c950f800,user_f4abe7ac,18.73,2025-03-09T10:02:51.021690,Legitimate,7,"Gregoryberg, MT 68801"
txn_5b78d19397,user_e6ef24f5,345.41,2025-03-13T09:37:55.073206,Legitimate,6,"Brianfurt, DC 11844"
txn_17618f787b,user_d8f80281,518.27,2025-03-09T08:54:04.013761,Legitimate,22,"Robinsonton, NV 28691"
txn_cf4042ba41,user_4f9219f6,4516.43,2025-03-07T16:22:19.650090,Fraudulent,85,"South Jamie, AK"
txn_2086b0442d,user_bcfc3c6e,399.35,2025-03-13T08:49:32.622311,Legitimate,4,"Randolphville, MT 47354"
txn_356d502188,user_7eb94c7f,137.51,2025-03-09T17:20:46.440435,Legitimate,25,"South Stephanie, IL 40903"
txn_13c5999f2d,user_b178012e,234.72,2025-03-10T14:58:31.202188,Legitimate,13,"Stephenborough, NV 59616"
txn_9209fc0dd5,user_d9dff529,309.87,2025-03-05T05:23:53.576068,Legitimate,57,"Smithmouth, FM 43101"
txn_1dd7c57ec7,user_70394c3a,880.31,2025-03-08T03:08:50.537720,Legitimate,64,"South Donnashire, NV 66426"
txn_cb3122ac4c,user_187e4ced,115.56,2025-03-04T05:15:32.689797,Legitimate,24,"Lake Lisachester, SD 69825"
txn_cc81c185a7,user_065d08cc,216.99,2025-03-04T16:53:22.554952,Legitimate,52,"Lisaville, NH 98755"
txn_6e74860787,user_5fab2704,3642.28,2025-03-07T05:55:05.250682,Fraudulent,90,"Jacquelinestad, OK"
txn_758798533e,user_d9dff529,289.5,2025-03-02T21:59:27.586202,Legitimate,31,"Smithmouth, FM 43101"
txn_6f01097fdb,user_851fbd38,38.18,2025-03-08T11:42:58.611202,Legitimate,27,"New Haroldshire, FM 14042"
txn_cab4cbdfd3,user_af91ffbf,296.63,2025-03-07T04:08:57.234274,Legitimate,65,"Cohenstad, AK 32066"
txn_f4b8c42769,user_dc1f0afd,675.11,2025-03-05T12:58:54.558306,Legitimate,24,"Lake Pamelaborough, OH 68469"
txn_6de64a02bb,user_7eb94c7f,118.45,2025-03-01T10:44:09.463839,Legitimate,13,"South Stephanie, IL 40903"
txn_2d910858d5,user_9e277382,60.42,2025-03-02T03:01:50.808202,Legitimate,21,"East Tonyfurt, CT 77118"
txn_f9ca67a608,user_8063b83c,490.28,2025-03-04T14:44:18.045589,Legitimate,8,"New Reneetown, IA 59895"
txn_b1b1076528,user_a4ccf4d8,509.72,2025-03-11T10:35:55.721652,Legitimate,54,"Chelseaberg, CT 01017"
txn_f2dc85da62,user_f4c8a439,3736.53,2025-03-02T11:35:27.835513,Fraudulent,90,"West Douglasside, CT"
txn_fd4946a529,user_e40188ff,3967.8,2025-03-01T21:06:44.151036,Fraudulent,76,"Lake Lorraine, MI"
txn_7d86ce3c25,user_776707b1,605.87,2025-03-13T15:41:51.487505,Legitimate,40,"Erintown, PR 51966"
txn_6477182c9d,user_9843f207,79.54,2025-03-07T01:51:31.056471,Legitimate,39,"West Michaelfurt, KY 11378"
txn_4a95ab1b47,user_db5646e6,3233.06,2025-03-09T04:13:25.684437,Fraudulent,84,"Walkerstad, TN"
txn_f4f1eaf198,user_e81a635b,61.65,2025-03-05T15:33:23.350220,Legitimate,25,"Donaldmouth, LA 64407"
txn_6e7ce4da37,user_3574f86d,160.4,2025-03-06T13:40:04.623066,Legitimate,63,"West Davidside, TN 62775"
txn_b5cfb909a8,user_9cae07e1,46.64,2025-03-11T03:11:29.937203,Legitimate,4,"West Jeffrey, CT 31138"
txn_d159e8ff35,user_f497f296,402.32,2025-03-09T12:50:41.443202,Legitimate,36,"New Jamesmouth, KY 88140"
txn_4c220c12be,user_e6ef24f5,227.64,2025-03-11T09:56:29.966814,Legitimate,36,"Brianfurt, DC 11844"
txn_1eba7698dd,user_dc1f0afd,309.58,2025-03-03T02:44:13.028985,Legitimate,59,"Lake Pamelaborough, OH 68469"
txn_dbf675a662,user_1982dae2,496.67,2025-03-09T21:51:56.358549,Legitimate,20,"West Kyle, TN 20314"
txn_46117d7948,user_4c3ba68e,282.37,2025-03-12T01:44:50.873957,Legitimate,12,"North Michael, IA 10547"
txn_36e2822eb3,user_4bbb6878,506.6,2025-03-06T05:45:01.405064,Legitimate,36,"South Becky, GU 25513"
txn_2ea2b127ff,user_29ac6a87,500.51,2025-03-03T03:39:16.764665,Legitimate,66,"West Dan, MS 39948"
txn_fefe2ebc99,user_9837e59c,28.77,2025-03-08T12:29:07.403689,Legitimate,16,"Adamside, NE 97474"
txn_45a6f962f0,user_2e7182e2,9.23,2025-03-04T16:04:48.637454,Legitimate,27,"North Deanna, AZ 67301"
txn_e8ee80202f,user_08118e89,28.05,2025-03-12T14:19:23.597470,Legitimate,53,"Heathertown, NV 08785"
txn_098baad725,user_e6ef24f5,277.6,2025-03-01T18:02:27.108859,Legitimate,27,"Brianfurt, DC 11844"
txn_8df3cbb133,user_08118e89,70.32,2025-03-06T12:28:48.069194,Legitimate,38,"Heathertown, NV 08785"
txn_96f083f22f,user_c2799675,98.35,2025-03-07T06:40:41.901006,Legitimate,4,"West Sherryview, LA 10719"
txn_aae5d8342b,user_0ee95223,629.55,2025-03-09T21:12:28.678751,Legitimate,1,"Sharonstad, AK 09917"
txn_75b9b29aaa,user_f4c8a439,250.34,2025-03-11T07:06:46.086153,Legitimate,35,APO AA 51513
txn_61a3b5d577,user_189bf4db,941.99,2025-03-01T06:13:55.266127,Legitimate,0,"Port Elizabethport, ME 95423"
txn_74af1bf4d6,user_a640ea69,257.1,2025-03-03T20:50:14.364718,Legitimate,52,"Coltonbury, IN 31534"
txn_b5fb9d4499,user_1982dae2,1236.44,2025-03-13T14:32:35.330854,Fraudulent,94,"West Kyle, TN 20314"
txn_3770169da9,user_db5646e6,128.22,2025-03-06T03:58:00.487893,Legitimate,27,"East Teresa, ID 86783"
txn_8f0a3d5d2d,user_18478c65,565.93,2025-03-02T02:39:56.662733,Legitimate,60,"North Andrew, KY 42634"
txn_def95da212,user_9837e59c,52.95,2025-03-09T08:15:39.352635,Legitimate,4,"Adamside, NE 97474"
txn_c2ef7d96dd,user_c2799675,129.2,2025-03-04T04:01:11.569528,Legitimate,42,"West Sherryview, LA 10719"
txn_e2d28f5282,user_a7341d7d,224.39,2025-03-07T23:10:30.147431,Legitimate,2,"Kentside, FL 58210"
txn_ce6d14a846,user_2e7182e2,29.43,2025-03-05T00:10:34.216870,Legitimate,14,"North Deanna, AZ 67301"
